event_id,home_team,away_team,league,country,date,time,kickoff,venue,source,scraped_at,odds_home,odds_draw,odds_away,odds_over_05,odds_under_05,odds_over_15,odds_under_15,odds_over_25,odds_under_25,odds_over_35,odds_under_35,odds_over_45,odds_under_45,odds_btts_yes,odds_btts_no,odds_dc_1x,odds_dc_x2,odds_dc_12,odds_dnb_home,odds_dnb_away,odds_htft_1_1,odds_htft_1_x,odds_htft_1_2,odds_htft_x_1,odds_htft_x_x,odds_htft_x_2,odds_htft_2_1,odds_htft_2_x,odds_htft_2_2,odds_cs_1_0,odds_cs_2_0,odds_cs_2_1,odds_cs_3_0,odds_cs_3_1,odds_cs_3_2,odds_cs_0_0,odds_cs_1_1,odds_cs_2_2,odds_cs_0_1,odds_cs_0_2,odds_cs_1_2,odds_cs_0_3,odds_cs_1_3,odds_cs_2_3,odds_ah_home_minus_15,odds_ah_away_plus_15,odds_ah_home_minus_10,odds_ah_away_plus_10,odds_ah_home_minus_05,odds_ah_away_plus_05,odds_ah_home_plus_05,odds_ah_away_minus_05,odds_ht_over_05,odds_ht_under_05,odds_ht_btts_yes,odds_ht_btts_no
sr:match:68049042,Raja Beni Mellal,Wydad Temara,Botola Pro D2,,2026-01-31,14:00:00,2026-01-31T14:00:00,Raja Beni Mellal Stadium,sportybet,2026-01-31T10:28:46.054704,2.35,2.65,3.4,1.14,4.7,1.63,2.1,2.95,1.34,0.0,0.0,0.0,0.0,2.3,1.49,1.27,1.48,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:68049046,US Musulmane Oujda,Jeunesse Sportive Soualem,Botola Pro D2,,2026-01-31,14:00:00,2026-01-31T14:00:00,US Musulmane Oujda Stadium,sportybet,2026-01-31T10:28:46.054825,2.6,2.7,2.9,1.12,5.0,1.57,2.2,2.75,1.37,0.0,0.0,0.0,0.0,2.15,1.54,1.34,1.41,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63667837,Persiba Balikpapan,Deltras FC,Championship,,2026-01-31,12:00:00,2026-01-31T12:00:00,Persiba Balikpapan Stadium,sportybet,2026-01-31T10:28:46.054954,2.9,3.1,2.3,0.0,0.0,1.32,3.0,1.98,1.71,3.45,1.25,0.0,0.0,1.73,1.91,1.51,1.33,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63667835,PSS Sleman,Barito Putera,Championship,,2026-01-31,12:00:00,2026-01-31T12:00:00,PSS Sleman Stadium,sportybet,2026-01-31T10:28:46.055111,2.1,3.3,3.1,0.0,0.0,1.24,3.5,1.77,1.9,2.9,1.34,0.0,0.0,1.61,2.09,1.3,1.61,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:111111113185965,Persiraja Banda Aceh,PSPS Pekanbaru,Championship,,2026-01-31,13:30:00,2026-01-31T13:30:00,Persiraja Banda Aceh Stadium,sportybet,2026-01-31T10:28:46.055257,1.69,3.4,4.6,0.0,0.0,1.3,3.1,1.93,1.75,3.3,1.27,0.0,0.0,1.84,1.8,1.16,1.95,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:66577806,Shamrock Rovers,Derry City FC,FAI Presidents Cup,,2026-01-31,17:00:00,2026-01-31T17:00:00,Shamrock Rovers Stadium,sportybet,2026-01-31T10:28:46.055353,2.1,2.8,3.7,1.11,5.2,1.53,2.3,2.65,1.41,4.3,1.16,0.0,0.0,2.15,1.55,1.24,1.57,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67925110,CD Victoria La Ceiba,CD Marathon San Pedro Sula,Liga Nacional. Clausura,,2026-01-31,23:15:00,2026-01-31T23:15:00,CD Victoria La Ceiba Stadium,sportybet,2026-01-31T10:28:46.055469,4.8,3.8,1.63,1.04,9.1,1.25,3.7,1.79,1.95,2.95,1.37,5.3,1.13,1.77,1.87,2.0,1.17,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67925112,CD Olimpia Tegucigalpa,Juticalpa FC,Liga Nacional. Clausura,,2026-02-01,01:30:00,2026-02-01T01:30:00,CD Olimpia Tegucigalpa Stadium,sportybet,2026-01-31T10:28:46.055583,1.26,5.7,9.0,0.0,0.0,1.13,5.4,1.44,2.7,2.1,1.7,3.4,1.29,1.78,1.86,1.07,3.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67925114,FC Policia Nacional,Atletico Choloma,Liga Nacional. Clausura,,2026-02-01,21:00:00,2026-02-01T21:00:00,FC Policia Nacional Stadium,sportybet,2026-01-31T10:28:46.055686,1.65,4.1,4.1,0.0,0.0,1.13,5.1,1.45,2.55,2.1,1.66,3.4,1.27,1.47,2.4,1.2,1.96,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67925116,Real CD Espana San Pedro Sula,FC Motagua Tegucigalpa,Liga Nacional. Clausura,,2026-02-01,23:15:00,2026-02-01T23:15:00,Real CD Espana San Pedro Sula Stadium,sportybet,2026-01-31T10:28:46.055788,1.74,3.6,4.1,1.05,8.0,1.29,3.25,1.91,1.8,3.25,1.3,5.9,1.1,1.82,1.81,1.2,1.86,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67925118,Olancho FC,UPNFM Choluteca,Liga Nacional. Clausura,,2026-02-02,01:30:00,2026-02-02T01:30:00,Olancho FC Stadium,sportybet,2026-01-31T10:28:46.055888,1.52,4.0,5.4,1.03,8.8,1.23,3.8,1.72,2.0,2.75,1.4,4.8,1.14,1.78,1.86,1.14,2.15,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:68165268,AS Ariana,A Sakiet Edayer,Ligue 2,,2026-01-31,13:00:00,2026-01-31T13:00:00,AS Ariana Stadium,sportybet,2026-01-31T10:28:46.055988,3.25,2.85,2.25,1.11,5.3,1.53,2.3,2.6,1.41,0.0,0.0,0.0,0.0,2.15,1.56,1.51,1.29,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:68165278,EGS Gafsa,SC Moknine,Ligue 2,,2026-01-31,13:00:00,2026-01-31T13:00:00,EGS Gafsa Stadium,sportybet,2026-01-31T10:28:46.056091,1.64,3.4,5.2,0.0,0.0,1.37,2.75,2.15,1.6,3.8,1.21,0.0,0.0,2.05,1.6,1.15,1.95,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:68165274,EO Sidi Bouzid,AS Kasserine,Ligue 2,,2026-01-31,13:00:00,2026-01-31T13:00:00,EO Sidi Bouzid Stadium,sportybet,2026-01-31T10:28:46.056191,2.9,2.75,2.55,1.11,5.4,1.51,2.35,2.55,1.43,0.0,0.0,0.0,0.0,2.05,1.6,1.42,1.34,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:68165276,ES Bouchamma,Kalaa Sport,Ligue 2,,2026-01-31,13:00:00,2026-01-31T13:00:00,ES Bouchamma Stadium,sportybet,2026-01-31T10:28:46.056281,1.61,3.4,5.5,0.0,0.0,1.36,2.85,2.1,1.63,3.7,1.22,0.0,0.0,2.05,1.61,1.14,1.98,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:68165272,Union Ksour Essef,Stade Gabesien,Ligue 2,,2026-01-31,13:00:00,2026-01-31T13:00:00,Union Ksour Essef Stadium,sportybet,2026-01-31T10:28:46.056369,2.55,2.8,2.9,1.12,5.2,1.55,2.25,2.7,1.39,0.0,0.0,0.0,0.0,2.15,1.55,1.34,1.42,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:66920924,Tampereen Ilves,FF Jaro,Liigacup,,2026-01-31,12:45:00,2026-01-31T12:45:00,Tampereen Ilves Stadium,sportybet,2026-01-31T10:28:46.056487,1.27,5.6,9.4,0.0,0.0,1.18,4.75,1.56,2.4,2.4,1.56,4.1,1.23,1.94,1.74,1.07,3.1,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:66920470,FC Lahti,Turun Palloseura,Liigacup,,2026-01-31,13:00:00,2026-01-31T13:00:00,FC Lahti Stadium,sportybet,2026-01-31T10:28:46.056603,2.15,4.2,2.7,0.0,0.0,0.0,0.0,1.28,3.6,1.69,2.15,2.55,1.5,1.27,3.3,1.42,1.6,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:66920922,Kuopion Palloseura,Vaasan Palloseura,Liigacup,,2026-01-31,13:00:00,2026-01-31T13:00:00,Kuopion Palloseura Stadium,sportybet,2026-01-31T10:28:46.056718,1.87,3.7,3.75,0.0,0.0,1.21,4.25,1.68,2.15,2.65,1.46,4.75,1.18,1.6,2.15,1.25,1.79,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:66920926,AC Oulu,Seinajoen JK,Liigacup,,2026-01-31,14:00:00,2026-01-31T14:00:00,AC Oulu Stadium,sportybet,2026-01-31T10:28:46.056837,2.3,3.6,2.8,0.0,0.0,1.2,4.4,1.65,2.2,2.6,1.49,4.6,1.19,1.53,2.3,1.39,1.54,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:62265908,BG Tampines Rovers,Tanjong Pagar United FC,Premier League,,2026-01-31,11:30:00,2026-01-31T11:30:00,BG Tampines Rovers Stadium,sportybet,2026-01-31T10:28:46.056943,1.21,6.7,9.7,0.0,0.0,1.06,7.6,1.25,3.7,1.64,2.2,2.4,1.53,1.56,2.15,1.06,3.33,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:62265910,Lion City Sailors FC,Balestier Khalsa FC,Premier League,,2026-02-01,11:30:00,2026-02-01T11:30:00,Lion City Sailors FC Stadium,sportybet,2026-01-31T10:28:46.057058,1.2,6.7,9.2,0.0,0.0,0.0,0.0,1.21,3.9,1.56,2.25,2.25,1.58,1.52,2.25,1.06,3.3,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61447637,Bangor FC,Coleraine FC,Premiership,,2026-01-31,15:00:00,2026-01-31T15:00:00,Bangor FC Stadium,sportybet,2026-01-31T10:28:46.057198,5.6,4.25,1.52,0.0,0.0,1.22,4.2,1.68,2.15,2.65,1.46,4.75,1.18,1.76,1.92,2.25,1.14,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61447639,Crusaders FC,Larne FC,Premiership,,2026-01-31,15:00:00,2026-01-31T15:00:00,Crusaders FC Stadium,sportybet,2026-01-31T10:28:46.057316,6.3,4.7,1.43,0.0,0.0,1.17,4.8,1.55,2.4,2.35,1.57,4.0,1.23,1.7,1.99,2.45,1.12,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61447641,Dungannon Swifts,Glentoran FC,Premiership,,2026-01-31,15:00:00,2026-01-31T15:00:00,Dungannon Swifts Stadium,sportybet,2026-01-31T10:28:46.057429,4.4,3.6,1.77,0.0,0.0,1.32,3.3,1.98,1.8,3.4,1.3,0.0,0.0,1.86,1.81,1.88,1.2,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61447643,Glenavon FC,Cliftonville FC,Premiership,,2026-01-31,15:00:00,2026-01-31T15:00:00,Glenavon FC Stadium,sportybet,2026-01-31T10:28:46.057551,3.1,3.4,2.2,0.0,0.0,1.27,3.7,1.84,1.94,3.0,1.37,0.0,0.0,1.66,2.05,1.59,1.34,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61447645,Linfield FC,Ballymena United,Premiership,,2026-01-31,15:00:00,2026-01-31T15:00:00,Linfield FC Stadium,sportybet,2026-01-31T10:28:46.057659,1.36,4.75,8.1,0.0,0.0,1.27,3.7,1.82,1.96,3.0,1.37,0.0,0.0,2.1,1.62,1.09,2.7,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61447647,Portadown FC,Carrick Rangers,Premiership,,2026-01-31,17:30:00,2026-01-31T17:30:00,Portadown FC Stadium,sportybet,2026-01-31T10:28:46.057770,3.5,3.3,2.1,0.0,0.0,1.38,3.0,2.15,1.67,3.9,1.25,0.0,0.0,1.89,1.78,1.65,1.28,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:65099160,Dibba Al Fujairah,Al Ain FC,Presidents Cup,,2026-01-31,14:30:00,2026-01-31T14:30:00,Dibba Al Fujairah Stadium,sportybet,2026-01-31T10:28:46.057879,8.5,4.9,1.28,0.0,0.0,1.17,4.25,1.53,2.3,2.35,1.51,4.0,1.19,1.84,1.8,2.9,1.05,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63135113,CA Arteixo,CD Lugo B,"Tercera Federacion, Group 1",,2026-01-31,16:30:00,2026-01-31T16:30:00,CA Arteixo Stadium,sportybet,2026-01-31T10:28:46.057973,2.85,3.1,2.35,0.0,0.0,1.39,2.7,2.2,1.58,3.9,1.2,0.0,0.0,1.87,1.74,1.47,1.35,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63143795,Cordoba CF B,Sevilla FC C,"Tercera Federacion, Group 10",,2026-01-31,15:00:00,2026-01-31T15:00:00,Cordoba CF B Stadium,sportybet,2026-01-31T10:28:46.058060,1.84,3.4,3.8,0.0,0.0,1.26,3.4,1.82,1.85,2.95,1.33,0.0,0.0,1.7,1.92,1.22,1.75,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63143789,AD Ceuta FC B,Real Balompedica Linense,"Tercera Federacion, Group 10",,2026-01-31,15:30:00,2026-01-31T15:30:00,AD Ceuta FC B Stadium,sportybet,2026-01-31T10:28:46.058156,3.25,2.8,2.3,1.1,5.4,1.5,2.35,2.55,1.44,0.0,0.0,0.0,0.0,2.05,1.6,1.5,1.29,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63143791,Chiclana CF,Bollullos CF,"Tercera Federacion, Group 10",,2026-02-01,11:00:00,2026-02-01T11:00:00,Chiclana CF Stadium,sportybet,2026-01-31T10:28:46.058246,2.45,3.1,2.75,0.0,0.0,1.36,2.85,2.1,1.62,3.7,1.22,0.0,0.0,1.82,1.79,1.37,1.45,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63145077,SCR Pena Deportiva,CD Constancia,"Tercera Federacion, Group 11",,2026-01-31,15:00:00,2026-01-31T15:00:00,SCR Pena Deportiva Stadium,sportybet,2026-01-31T10:28:46.058337,1.63,3.6,4.9,1.1,5.5,1.37,2.75,2.15,1.61,3.75,1.21,0.0,0.0,2.05,1.6,1.16,1.96,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63145079,CD Platges de Calvia,SD Formentera,"Tercera Federacion, Group 11",,2026-01-31,16:00:00,2026-01-31T16:00:00,CD Platges de Calvia Stadium,sportybet,2026-01-31T10:28:46.058425,2.25,3.0,3.1,0.0,0.0,1.44,2.5,2.35,1.51,4.25,1.17,0.0,0.0,1.99,1.65,1.31,1.52,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63145087,CD Son Cladera,CD Cardassar,"Tercera Federacion, Group 11",,2026-01-31,16:00:00,2026-01-31T16:00:00,CD Son Cladera Stadium,sportybet,2026-01-31T10:28:46.058512,1.86,3.5,3.6,0.0,0.0,1.21,3.8,1.67,2.05,2.6,1.41,0.0,0.0,1.59,2.1,1.24,1.73,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63145085,CE Santanyi,CD Manacor,"Tercera Federacion, Group 11",,2026-01-31,16:00:00,2026-01-31T16:00:00,CE Santanyi Stadium,sportybet,2026-01-31T10:28:46.058599,4.6,3.5,1.68,0.0,0.0,1.31,3.1,1.96,1.72,3.33,1.27,0.0,0.0,1.88,1.73,1.9,1.17,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63145071,UD Alcudia,CD Llosetense,"Tercera Federacion, Group 11",,2026-01-31,16:00:00,2026-01-31T16:00:00,UD Alcudia Stadium,sportybet,2026-01-31T10:28:46.058686,3.0,3.2,2.2,0.0,0.0,1.33,3.0,2.0,1.68,3.4,1.25,0.0,0.0,1.77,1.83,1.53,1.32,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63145073,UD Collerense,CE Mercadal,"Tercera Federacion, Group 11",,2026-01-31,16:00:00,2026-01-31T16:00:00,UD Collerense Stadium,sportybet,2026-01-31T10:28:46.058773,2.95,2.95,2.35,0.0,0.0,1.4,2.65,2.25,1.55,4.0,1.19,0.0,0.0,1.9,1.72,1.48,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63145083,UD Rotlet Molinar,CD Binissalem,"Tercera Federacion, Group 11",,2026-01-31,17:00:00,2026-01-31T17:00:00,UD Rotlet Molinar Stadium,sportybet,2026-01-31T10:28:46.058866,2.5,2.95,2.8,0.0,0.0,1.41,2.65,2.25,1.54,4.0,1.19,0.0,0.0,1.9,1.71,1.36,1.43,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63145075,RCD Mallorca B,Inter Ibiza CD,"Tercera Federacion, Group 11",,2026-02-01,15:30:00,2026-02-01T15:30:00,RCD Mallorca B Stadium,sportybet,2026-01-31T10:28:46.058956,1.15,6.1,15.0,0.0,0.0,1.19,4.0,1.48,2.4,2.2,1.57,3.6,1.23,3.0,1.29,1.03,3.6,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
